sampleid	processid
NBGW_047_F1	NBGW5254-23
NBGW_047_F10	NBGW5334-23
NBGW_047_F11	NBGW5343-23
NBGW_047_F12	NBGW5352-23
NBGW_047_F2	NBGW5263-23
NBGW_047_F3	NBGW5271-23
NBGW_047_F4	NBGW5280-23
NBGW_047_F5	NBGW5289-23
NBGW_047_F6	NBGW5298-23
NBGW_047_F7	NBGW5307-23
NBGW_047_F8	NBGW5315-23
NBGW_047_F9	NBGW5325-23
NBGW_047_G1	NBGW5255-23
NBGW_047_G10	NBGW5335-23
NBGW_047_G11	NBGW5344-23
NBGW_047_G12	NBGW5353-23
NBGW_047_G2	NBGW5264-23
NBGW_047_G3	NBGW5272-23
NBGW_047_G4	NBGW5281-23
NBGW_047_G5	NBGW5290-23
NBGW_047_G6	NBGW5299-23
NBGW_047_G7	NBGW5308-23
NBGW_047_G8	NBGW5316-23
NBGW_047_G9	NBGW5326-23
NBGW_047_H1	NBGW5256-23
NBGW_047_H10	NBGW5336-23
NBGW_047_H11	NBGW5345-23
NBGW_047_H2	NBGW5265-23
NBGW_047_H3	NBGW5274-23
NBGW_047_H4	NBGW5282-23
NBGW_047_H5	NBGW5291-23
NBGW_047_H6	NBGW5300-23
NBGW_047_H7	NBGW5309-23
NBGW_047_H8	NBGW5319-23
NBGW_047_H9	NBGW5327-23
NBGW_048_A1	NBGW5354-23
NBGW_048_A10	NBGW5434-23
NBGW_048_A11	NBGW5443-23
NBGW_048_A12	NBGW5452-23
NBGW_048_A2	NBGW5363-23
NBGW_048_A3	NBGW5371-23
NBGW_048_A4	NBGW5380-23
NBGW_048_A5	NBGW5389-23
NBGW_048_A6	NBGW5398-23
NBGW_048_A7	NBGW5407-23
NBGW_048_A8	NBGW5415-23
NBGW_048_A9	NBGW5424-23
NBGW_048_B1	NBGW5355-23
NBGW_048_B10	NBGW5435-23
NBGW_048_B11	NBGW5444-23
NBGW_048_B12	NBGW5453-23
NBGW_048_B2	NBGW5364-23
NBGW_048_B3	NBGW5373-23
NBGW_048_B4	NBGW5381-23
NBGW_048_B5	NBGW5390-23
NBGW_048_B6	NBGW5399-23
NBGW_048_B7	NBGW5408-23
NBGW_048_B8	NBGW5417-23
NBGW_048_B9	NBGW5425-23
NBGW_048_C1	NBGW5356-23
NBGW_048_C10	NBGW5436-23
NBGW_048_C11	NBGW5445-23
NBGW_048_C12	NBGW5454-23
NBGW_048_C2	NBGW5365-23
NBGW_048_C3	NBGW5374-23
NBGW_048_C4	NBGW5382-23
NBGW_048_C5	NBGW5391-23
NBGW_048_C6	NBGW5400-23
NBGW_048_C7	NBGW5409-23
NBGW_048_C8	NBGW5418-23
NBGW_048_C9	NBGW5426-23
NBGW_048_D1	NBGW5357-23
NBGW_048_D10	NBGW5437-23
NBGW_048_D11	NBGW5446-23
NBGW_048_D12	NBGW5455-23
NBGW_048_D2	NBGW5366-23
NBGW_048_D3	NBGW5375-23
NBGW_048_D4	NBGW5384-23
NBGW_048_D5	NBGW5392-23
NBGW_048_D6	NBGW5401-23
NBGW_048_D7	NBGW5410-23
NBGW_048_D8	NBGW5419-23
NBGW_048_D9	NBGW5429-23
NBGW_048_E1	NBGW5358-23
NBGW_048_E10	NBGW5438-23
NBGW_048_E11	NBGW5447-23
NBGW_048_E12	NBGW5456-23
NBGW_048_E2	NBGW5367-23
NBGW_048_E3	NBGW5376-23
NBGW_048_E4	NBGW5385-23
NBGW_048_E5	NBGW5393-23
NBGW_048_E6	NBGW5402-23
NBGW_048_E7	NBGW5411-23
NBGW_048_E8	NBGW5420-23
NBGW_048_E9	NBGW5430-23
NBGW_048_F1	NBGW5359-23
NBGW_048_F10	NBGW5440-23
NBGW_048_F11	NBGW5448-23
NBGW_048_F12	NBGW5457-23
NBGW_048_F2	NBGW5368-23
NBGW_048_F3	NBGW5377-23
NBGW_048_F4	NBGW5386-23
NBGW_048_F5	NBGW5395-23
NBGW_048_F6	NBGW5403-23
NBGW_048_F7	NBGW5412-23
NBGW_048_F8	NBGW5421-23
NBGW_048_F9	NBGW5431-23
NBGW_048_G1	NBGW5360-23
NBGW_048_G10	NBGW5441-23
NBGW_048_G11	NBGW5449-23
NBGW_048_G12	NBGW5458-23
NBGW_048_G2	NBGW5369-23
NBGW_048_G3	NBGW5378-23
NBGW_048_G4	NBGW5387-23
NBGW_048_G5	NBGW5396-23
NBGW_048_G6	NBGW5404-23
NBGW_048_G7	NBGW5413-23
NBGW_048_G8	NBGW5422-23
NBGW_048_G9	NBGW5432-23
NBGW_048_H1	NBGW5362-23
NBGW_048_H10	NBGW5442-23
NBGW_048_H11	NBGW5451-23
NBGW_048_H2	NBGW5370-23
NBGW_048_H3	NBGW5379-23
NBGW_048_H4	NBGW5388-23
NBGW_048_H5	NBGW5397-23
NBGW_048_H6	NBGW5406-23
NBGW_048_H7	NBGW5414-23
NBGW_048_H8	NBGW5423-23
NBGW_048_H9	NBGW5433-23
NBGW_049_A1	NBGW5459-23
NBGW_049_A10	NBGW5540-23
NBGW_049_A11	NBGW5548-23
NBGW_049_A12	NBGW5557-23
NBGW_049_A2	NBGW5468-23
NBGW_049_A3	NBGW5477-23
NBGW_049_A4	NBGW5486-23
NBGW_049_A5	NBGW5495-23
NBGW_049_A6	NBGW5503-23
NBGW_049_A7	NBGW5512-23
NBGW_049_A8	NBGW5521-23
NBGW_049_A9	NBGW5530-23
NBGW_049_B1	NBGW5461-23
NBGW_049_B10	NBGW5541-23
NBGW_049_B11	NBGW5550-23
NBGW_049_B12	NBGW5558-23
NBGW_049_B2	NBGW5469-23
NBGW_049_B3	NBGW5478-23
NBGW_049_B4	NBGW5487-23
NBGW_049_B5	NBGW5496-23
NBGW_049_B6	NBGW5505-23
NBGW_049_B7	NBGW5513-23
NBGW_049_B8	NBGW5522-23
NBGW_049_B9	NBGW5531-23
NBGW_049_C1	NBGW5462-23
NBGW_049_C10	NBGW5542-23
NBGW_049_C11	NBGW5551-23
NBGW_049_C12	NBGW5559-23
NBGW_049_C2	NBGW5470-23
NBGW_049_C3	NBGW5479-23
NBGW_049_C4	NBGW5488-23
NBGW_049_C5	NBGW5497-23
NBGW_049_C6	NBGW5506-23
NBGW_049_C7	NBGW5514-23
NBGW_049_C8	NBGW5523-23
NBGW_049_C9	NBGW5532-23
NBGW_049_D1	NBGW5463-23
NBGW_049_D10	NBGW5543-23
NBGW_049_D11	NBGW5552-23
NBGW_049_D12	NBGW5561-23
NBGW_049_D2	NBGW5472-23
NBGW_049_D3	NBGW5480-23
NBGW_049_D4	NBGW5489-23
NBGW_049_D5	NBGW5498-23
NBGW_049_D6	NBGW5507-23
NBGW_049_D7	NBGW5516-23
NBGW_049_D8	NBGW5524-23
NBGW_049_D9	NBGW5533-23
NBGW_049_E1	NBGW5464-23
NBGW_049_E10	NBGW5544-23
NBGW_049_E11	NBGW5553-23
NBGW_049_E12	NBGW5562-23
NBGW_049_E2	NBGW5473-23
NBGW_049_E3	NBGW5481-23
NBGW_049_E4	NBGW5490-23
NBGW_049_E5	NBGW5499-23
NBGW_049_E6	NBGW5508-23
NBGW_049_E7	NBGW5517-23
NBGW_049_E8	NBGW5525-23
NBGW_049_E9	NBGW5534-23
NBGW_049_F1	NBGW5465-23
NBGW_049_F10	NBGW5545-23
NBGW_049_F11	NBGW5554-23
NBGW_049_F12	NBGW5563-23
NBGW_049_F2	NBGW5474-23
NBGW_049_F3	NBGW5483-23
NBGW_049_F4	NBGW5491-23
NBGW_049_F5	NBGW5500-23
NBGW_049_F6	NBGW5509-23
NBGW_049_F7	NBGW5518-23
NBGW_049_F8	NBGW5527-23
NBGW_049_F9	NBGW5535-23
NBGW_049_G1	NBGW5466-23
NBGW_049_G10	NBGW5546-23
NBGW_049_G11	NBGW5555-23
NBGW_049_G12	NBGW5564-23
NBGW_049_G2	NBGW5475-23
NBGW_049_G3	NBGW5484-23
NBGW_049_G4	NBGW5492-23
NBGW_049_G5	NBGW5501-23
NBGW_049_G6	NBGW5510-23
NBGW_049_G7	NBGW5519-23
NBGW_049_G8	NBGW5528-23
NBGW_049_G9	NBGW5536-23
NBGW_049_H1	NBGW5467-23
NBGW_049_H10	NBGW5547-23
NBGW_049_H11	NBGW5556-23
NBGW_049_H2	NBGW5476-23
NBGW_049_H3	NBGW5485-23
NBGW_049_H4	NBGW5494-23
NBGW_049_H5	NBGW5502-23
NBGW_049_H6	NBGW5511-23
NBGW_049_H7	NBGW5520-23
NBGW_049_H8	NBGW5529-23
NBGW_049_H9	NBGW5539-23
NBGW_050_A1	NBGW5565-23
NBGW_050_A10	NBGW5644-23
NBGW_050_A11	NBGW5654-23
NBGW_050_A12	NBGW5663-23
NBGW_050_A2	NBGW5574-23
NBGW_050_A3	NBGW5583-23
NBGW_050_A4	NBGW5591-23
NBGW_050_A5	NBGW5600-23
NBGW_050_A6	NBGW5609-23
NBGW_050_A7	NBGW5618-23
NBGW_050_A8	NBGW5627-23
NBGW_050_A9	NBGW5635-23
NBGW_050_B1	NBGW5566-23
NBGW_050_B10	NBGW5645-23
NBGW_050_B11	NBGW5655-23
NBGW_050_B12	NBGW5664-23
NBGW_050_B2	NBGW5575-23
NBGW_050_B3	NBGW5584-23
NBGW_050_B4	NBGW5593-23
NBGW_050_B5	NBGW5601-23
NBGW_050_B6	NBGW5610-23
NBGW_050_B7	NBGW5619-23
NBGW_050_B8	NBGW5628-23
NBGW_050_B9	NBGW5637-23
NBGW_050_C1	NBGW5567-23
NBGW_050_C10	NBGW5646-23
NBGW_050_C11	NBGW5656-23
NBGW_050_C12	NBGW5665-23
NBGW_050_C2	NBGW5576-23
NBGW_050_C3	NBGW5585-23
NBGW_050_C4	NBGW5594-23
NBGW_050_C5	NBGW5602-23
NBGW_050_C6	NBGW5611-23
NBGW_050_C7	NBGW5620-23
NBGW_050_C8	NBGW5629-23
NBGW_050_C9	NBGW5638-23
NBGW_050_D1	NBGW5568-23
NBGW_050_D10	NBGW5649-23
NBGW_050_D11	NBGW5657-23
NBGW_050_D12	NBGW5666-23
NBGW_050_D2	NBGW5577-23
NBGW_050_D3	NBGW5586-23
NBGW_050_D4	NBGW5595-23
NBGW_050_D5	NBGW5604-23
NBGW_050_D6	NBGW5612-23
NBGW_050_D7	NBGW5621-23
NBGW_050_D8	NBGW5630-23
NBGW_050_D9	NBGW5639-23
NBGW_050_E1	NBGW5569-23
NBGW_050_E10	NBGW5650-23
NBGW_050_E11	NBGW5658-23
NBGW_050_E12	NBGW5667-23
NBGW_050_E2	NBGW5578-23
NBGW_050_E3	NBGW5587-23
NBGW_050_E4	NBGW5596-23
NBGW_050_E5	NBGW5605-23
NBGW_050_E6	NBGW5613-23
NBGW_050_E7	NBGW5622-23
NBGW_050_E8	NBGW5631-23
NBGW_050_E9	NBGW5640-23
NBGW_050_F1	NBGW5571-23
NBGW_050_F10	NBGW5651-23
NBGW_050_F11	NBGW5660-23
NBGW_050_F12	NBGW5668-23
NBGW_050_F2	NBGW5579-23
NBGW_050_F3	NBGW5588-23
NBGW_050_F4	NBGW5597-23
NBGW_050_F5	NBGW5606-23
NBGW_050_F6	NBGW5615-23
NBGW_050_F7	NBGW5623-23
NBGW_050_F8	NBGW5632-23
NBGW_050_F9	NBGW5641-23
NBGW_050_G1	NBGW5572-23
NBGW_050_G10	NBGW5652-23
NBGW_050_G11	NBGW5661-23
NBGW_050_G12	NBGW5669-23
NBGW_050_G2	NBGW5580-23
NBGW_050_G3	NBGW5589-23
NBGW_050_G4	NBGW5598-23
NBGW_050_G5	NBGW5607-23
NBGW_050_G6	NBGW5616-23
NBGW_050_G7	NBGW5624-23
NBGW_050_G8	NBGW5633-23
NBGW_050_G9	NBGW5642-23
NBGW_050_H1	NBGW5573-23
NBGW_050_H10	NBGW5653-23
NBGW_050_H11	NBGW5662-23
NBGW_050_H2	NBGW5582-23
NBGW_050_H3	NBGW5590-23
NBGW_050_H4	NBGW5599-23
NBGW_050_H5	NBGW5608-23
NBGW_050_H6	NBGW5617-23
NBGW_050_H7	NBGW5626-23
NBGW_050_H8	NBGW5634-23
NBGW_050_H9	NBGW5643-23
NENM_001_A1	NENM001-23
NENM_001_A10	NENM689-23
NENM_001_A11	NENM776-23
NENM_001_A12	NENM837-23
NENM_001_A2	NENM838-23
NENM_001_A3	NENM079-23
NENM_001_A4	NENM166-23
NENM_001_A5	NENM253-23
NENM_001_A6	NENM340-23
NENM_001_A7	NENM426-23
NENM_001_A8	NENM515-23
NENM_001_A9	NENM602-23
NENM_001_B1	NENM110-23
NENM_001_B10	NENM700-23
NENM_001_B11	NENM787-23
NENM_001_B12	NENM839-23
NENM_001_B2	NENM002-23
NENM_001_B3	NENM090-23
NENM_001_B4	NENM177-23
NENM_001_B5	NENM264-23
NENM_001_B6	NENM351-23
NENM_001_B7	NENM438-23
NENM_001_B8	NENM524-23
NENM_001_B9	NENM613-23
NENM_001_C1	NENM219-23
NENM_001_C10	NENM711-23
NENM_001_C11	NENM798-23
NENM_001_C12	NENM840-23
NENM_001_C2	NENM013-23
NENM_001_C3	NENM101-23
NENM_001_C4	NENM188-23
NENM_001_C5	NENM275-23
NENM_001_C6	NENM362-23
NENM_001_C7	NENM449-23
NENM_001_C8	NENM535-23
NENM_001_C9	NENM624-23
NENM_001_D1	NENM328-23
NENM_001_D10	NENM722-23
NENM_001_D11	NENM809-23
NENM_001_D12	NENM841-23
NENM_001_D2	NENM024-23
NENM_001_D3	NENM111-23
NENM_001_D4	NENM199-23
NENM_001_D5	NENM286-23
NENM_001_D6	NENM373-23
NENM_001_D7	NENM460-23
NENM_001_D8	NENM547-23
NENM_001_D9	NENM633-23
NENM_001_E1	NENM437-23
NENM_001_E10	NENM731-23
NENM_001_E11	NENM820-23
NENM_001_E12	NENM842-23
NENM_001_E2	NENM035-23
NENM_001_E3	NENM122-23
NENM_001_E4	NENM208-23
NENM_001_E5	NENM297-23
NENM_001_E6	NENM384-23
NENM_001_E7	NENM471-23
NENM_001_E8	NENM558-23
NENM_001_E9	NENM644-23
NENM_001_F1	NENM546-23
NENM_001_F10	NENM742-23
NENM_001_F11	NENM831-23
NENM_001_F12	NENM843-23
NENM_001_F2	NENM046-23
NENM_001_F3	NENM133-23
NENM_001_F4	NENM220-23
NENM_001_F5	NENM308-23
NENM_001_F6	NENM395-23
NENM_001_F7	NENM482-23
NENM_001_F8	NENM569-23
NENM_001_F9	NENM656-23
NENM_001_G1	NENM655-23
NENM_001_G10	NENM753-23
NENM_001_G11	NENM835-23
NENM_001_G2	NENM057-23
NENM_001_G3	NENM144-23
NENM_001_G4	NENM231-23
NENM_001_G5	NENM317-23
NENM_001_G6	NENM406-23
NENM_001_G7	NENM493-23
NENM_001_G8	NENM580-23
NENM_001_G9	NENM667-23
NENM_001_H1	NENM764-23
NENM_001_H10	NENM765-23
NENM_001_H11	NENM836-23
NENM_001_H2	NENM068-23
NENM_001_H3	NENM155-23
NENM_001_H4	NENM242-23
NENM_001_H5	NENM329-23
NENM_001_H6	NENM416-23
NENM_001_H7	NENM504-23
NENM_001_H8	NENM591-23
NENM_001_H9	NENM678-23
NENM_002_A1	NENM844-23
NENM_002_A10	NENM078-23
NENM_002_A11	NENM087-23
NENM_002_A12	NENM096-23
NENM_002_A2	NENM008-23
NENM_002_A3	NENM017-23
NENM_002_A4	NENM026-23
NENM_002_A5	NENM034-23
NENM_002_A6	NENM043-23
NENM_002_A7	NENM052-23
NENM_002_A8	NENM061-23
NENM_002_A9	NENM070-23
NENM_002_B1	NENM845-23
NENM_002_B10	NENM080-23
NENM_002_B11	NENM088-23
NENM_002_B12	NENM097-23
NENM_002_B2	NENM009-23
NENM_002_B3	NENM018-23
NENM_002_B4	NENM027-23
NENM_002_B5	NENM036-23
NENM_002_B6	NENM044-23
NENM_002_B7	NENM053-23
NENM_002_B8	NENM062-23
NENM_002_B9	NENM071-23
NENM_002_C1	NENM846-23
NENM_002_C10	NENM081-23
NENM_002_C11	NENM089-23
NENM_002_C12	NENM098-23
NENM_002_C2	NENM010-23
NENM_002_C3	NENM019-23
NENM_002_C4	NENM028-23
NENM_002_C5	NENM037-23
NENM_002_C6	NENM045-23
NENM_002_C7	NENM054-23
NENM_002_C8	NENM063-23
NENM_002_C9	NENM072-23
NENM_002_D1	NENM003-23
NENM_002_D10	NENM082-23
NENM_002_D11	NENM091-23
NENM_002_D12	NENM099-23
NENM_002_D2	NENM011-23
NENM_002_D3	NENM020-23
NENM_002_D4	NENM029-23
NENM_002_D5	NENM038-23
NENM_002_D6	NENM047-23
NENM_002_D7	NENM055-23
NENM_002_D8	NENM064-23
NENM_002_D9	NENM073-23
NENM_002_E1	NENM004-23
NENM_002_E10	NENM083-23
NENM_002_E11	NENM092-23
NENM_002_E12	NENM100-23
NENM_002_E2	NENM012-23
NENM_002_E3	NENM021-23
NENM_002_E4	NENM030-23
NENM_002_E5	NENM039-23
NENM_002_E6	NENM048-23
NENM_002_E7	NENM056-23
NENM_002_E8	NENM065-23
NENM_002_E9	NENM074-23
NENM_002_F1	NENM005-23
NENM_002_F10	NENM084-23
NENM_002_F11	NENM093-23
NENM_002_F12	NENM102-23
NENM_002_F2	NENM014-23
NENM_002_F3	NENM022-23
NENM_002_F4	NENM031-23
NENM_002_F5	NENM040-23
NENM_002_F6	NENM049-23
NENM_002_F7	NENM058-23
NENM_002_F8	NENM066-23
NENM_002_F9	NENM075-23
NENM_002_G1	NENM006-23
NENM_002_G10	NENM085-23
NENM_002_G11	NENM094-23
NENM_002_G2	NENM015-23
NENM_002_G3	NENM023-23
NENM_002_G4	NENM032-23
NENM_002_G5	NENM041-23
NENM_002_G6	NENM050-23
NENM_002_G7	NENM059-23
NENM_002_G8	NENM067-23
NENM_002_G9	NENM076-23
NENM_002_H1	NENM007-23
NENM_002_H10	NENM086-23
NENM_002_H11	NENM095-23
NENM_002_H2	NENM016-23
NENM_002_H3	NENM025-23
NENM_002_H4	NENM033-23
NENM_002_H5	NENM042-23
NENM_002_H6	NENM051-23
NENM_002_H7	NENM060-23
NENM_002_H8	NENM069-23
NENM_002_H9	NENM077-23
NENM_003_A1	NENM103-23
NENM_003_A10	NENM183-23
NENM_003_A11	NENM192-23
NENM_003_A12	NENM201-23
NENM_003_A2	NENM113-23
NENM_003_A3	NENM121-23
NENM_003_A4	NENM130-23
NENM_003_A5	NENM139-23
NENM_003_A6	NENM148-23
NENM_003_A7	NENM157-23
NENM_003_A8	NENM165-23
NENM_003_A9	NENM174-23
NENM_003_B1	NENM104-23
NENM_003_B10	NENM184-23
NENM_003_B11	NENM193-23
NENM_003_B12	NENM202-23
NENM_003_B2	NENM114-23
NENM_003_B3	NENM123-23
NENM_003_B4	NENM131-23
NENM_003_B5	NENM140-23
NENM_003_B6	NENM149-23
NENM_003_B7	NENM158-23
NENM_003_B8	NENM167-23
NENM_003_B9	NENM175-23
NENM_003_C1	NENM105-23
NENM_003_C10	NENM185-23
NENM_003_C11	NENM194-23
NENM_003_C12	NENM203-23
NENM_003_C2	NENM115-23
NENM_003_C3	NENM124-23
NENM_003_C4	NENM132-23
NENM_003_C5	NENM141-23
NENM_003_C6	NENM150-23
NENM_003_C7	NENM159-23
NENM_003_C8	NENM168-23
NENM_003_C9	NENM176-23
NENM_003_D1	NENM106-23
NENM_003_D10	NENM186-23
NENM_003_D11	NENM195-23
NENM_003_D12	NENM204-23
NENM_003_D2	NENM116-23
NENM_003_D3	NENM125-23
NENM_003_D4	NENM134-23
NENM_003_D5	NENM142-23
NENM_003_D6	NENM151-23
NENM_003_D7	NENM160-23
NENM_003_D8	NENM169-23
NENM_003_D9	NENM178-23
NENM_003_E1	NENM107-23
NENM_003_E10	NENM187-23
NENM_003_E11	NENM196-23
NENM_003_E12	NENM205-23
NENM_003_E2	NENM117-23
NENM_003_E3	NENM126-23
NENM_003_E4	NENM135-23
NENM_003_E5	NENM143-23
NENM_003_E6	NENM152-23
NENM_003_E7	NENM161-23
NENM_003_E8	NENM170-23
NENM_003_E9	NENM179-23
NENM_003_F1	NENM108-23
NENM_003_F10	NENM189-23
NENM_003_F11	NENM197-23
NENM_003_F12	NENM206-23
NENM_003_F2	NENM118-23
NENM_003_F3	NENM127-23
NENM_003_F4	NENM136-23
NENM_003_F5	NENM145-23
NENM_003_F6	NENM153-23
NENM_003_F7	NENM162-23
NENM_003_F8	NENM171-23
NENM_003_F9	NENM180-23
NENM_003_G1	NENM109-23
NENM_003_G10	NENM190-23
NENM_003_G11	NENM198-23
NENM_003_G2	NENM119-23
NENM_003_G3	NENM128-23
NENM_003_G4	NENM137-23
NENM_003_G5	NENM146-23
NENM_003_G6	NENM154-23
NENM_003_G7	NENM163-23
NENM_003_G8	NENM172-23
NENM_003_G9	NENM181-23
NENM_003_H1	NENM112-23
NENM_003_H10	NENM191-23
NENM_003_H11	NENM200-23
NENM_003_H2	NENM120-23
NENM_003_H3	NENM129-23
NENM_003_H4	NENM138-23
NENM_003_H5	NENM147-23
NENM_003_H6	NENM156-23
NENM_003_H7	NENM164-23
NENM_003_H8	NENM173-23
NENM_003_H9	NENM182-23
NENM_004_A1	NENM207-23
NENM_004_A10	NENM288-23
NENM_004_A11	NENM296-23
NENM_004_A12	NENM305-23
NENM_004_A2	NENM216-23
NENM_004_A3	NENM226-23
NENM_004_A4	NENM235-23
NENM_004_A5	NENM244-23
NENM_004_A6	NENM252-23
NENM_004_A7	NENM261-23
NENM_004_A8	NENM270-23
NENM_004_A9	NENM279-23
NENM_004_B1	NENM209-23
NENM_004_B10	NENM289-23
NENM_004_B11	NENM298-23
NENM_004_B12	NENM306-23
NENM_004_B2	NENM217-23
NENM_004_B3	NENM227-23
NENM_004_B4	NENM236-23
NENM_004_B5	NENM245-23
NENM_004_B6	NENM254-23
NENM_004_B7	NENM262-23
NENM_004_B8	NENM271-23
NENM_004_B9	NENM280-23
NENM_004_C1	NENM210-23
NENM_004_C10	NENM290-23
NENM_004_C11	NENM299-23
NENM_004_C12	NENM307-23
NENM_004_C2	NENM218-23
NENM_004_C3	NENM228-23
NENM_004_C4	NENM237-23
NENM_004_C5	NENM246-23
NENM_004_C6	NENM255-23
NENM_004_C7	NENM263-23
NENM_004_C8	NENM272-23
NENM_004_C9	NENM281-23
NENM_004_D1	NENM211-23
NENM_004_D10	NENM291-23
NENM_004_D11	NENM300-23
NENM_004_D12	NENM309-23
NENM_004_D2	NENM221-23
NENM_004_D3	NENM229-23
NENM_004_D4	NENM238-23
NENM_004_D5	NENM247-23
NENM_004_D6	NENM256-23
NENM_004_D7	NENM265-23
NENM_004_D8	NENM273-23
NENM_004_D9	NENM282-23
NENM_004_E1	NENM212-23
NENM_004_E10	NENM292-23
NENM_004_E11	NENM301-23
NENM_004_E12	NENM310-23
NENM_004_E2	NENM222-23
NENM_004_E3	NENM230-23
NENM_004_E4	NENM239-23
NENM_004_E5	NENM248-23
NENM_004_E6	NENM257-23
NENM_004_E7	NENM266-23
NENM_004_E8	NENM274-23
NENM_004_E9	NENM283-23
NENM_004_F1	NENM213-23
NENM_004_F10	NENM293-23
NENM_004_F11	NENM302-23
NENM_004_F12	NENM311-23
NENM_004_F2	NENM223-23
NENM_004_F3	NENM232-23
NENM_004_F4	NENM240-23
NENM_004_F5	NENM249-23
NENM_004_F6	NENM258-23
NENM_004_F7	NENM267-23
NENM_004_F8	NENM276-23
NENM_004_F9	NENM284-23
NENM_004_G1	NENM214-23
NENM_004_G10	NENM294-23
NENM_004_G11	NENM303-23
NENM_004_G2	NENM224-23
NENM_004_G3	NENM233-23
NENM_004_G4	NENM241-23
NENM_004_G5	NENM250-23
NENM_004_G6	NENM259-23
NENM_004_G7	NENM268-23
NENM_004_G8	NENM277-23
NENM_004_G9	NENM285-23
NENM_004_H1	NENM215-23
NENM_004_H10	NENM295-23
NENM_004_H11	NENM304-23
NENM_004_H2	NENM225-23
NENM_004_H3	NENM234-23
NENM_004_H4	NENM243-23
NENM_004_H5	NENM251-23
NENM_004_H6	NENM260-23
NENM_004_H7	NENM269-23
NENM_004_H8	NENM278-23
NENM_004_H9	NENM287-23
NENM_005_A1	NENM312-23
NENM_005_A10	NENM392-23
NENM_005_A11	NENM401-23
NENM_005_A12	NENM410-23
NENM_005_A2	NENM321-23
NENM_005_A3	NENM331-23
NENM_005_A4	NENM339-23
NENM_005_A5	NENM348-23
NENM_005_A6	NENM357-23
NENM_005_A7	NENM366-23
NENM_005_A8	NENM375-23
NENM_005_A9	NENM383-23
NENM_005_B1	NENM313-23
NENM_005_B10	NENM393-23
NENM_005_B11	NENM402-23
NENM_005_B12	NENM411-23
NENM_005_B2	NENM322-23
NENM_005_B3	NENM332-23
NENM_005_B4	NENM341-23
NENM_005_B5	NENM349-23
NENM_005_B6	NENM358-23
NENM_005_B7	NENM367-23
NENM_005_B8	NENM376-23
NENM_005_B9	NENM385-23
NENM_005_C1	NENM314-23
NENM_005_C10	NENM394-23
NENM_005_C11	NENM403-23
NENM_005_C12	NENM412-23
NENM_005_C2	NENM323-23
NENM_005_C3	NENM333-23
NENM_005_C4	NENM342-23
NENM_005_C5	NENM350-23
NENM_005_C6	NENM359-23
NENM_005_C7	NENM368-23
NENM_005_C8	NENM377-23
NENM_005_C9	NENM386-23
NENM_005_D1	NENM315-23
NENM_005_D10	NENM396-23
NENM_005_D11	NENM404-23
NENM_005_D12	NENM413-23
NENM_005_D2	NENM324-23
NENM_005_D3	NENM334-23
NENM_005_D4	NENM343-23
NENM_005_D5	NENM352-23
NENM_005_D6	NENM360-23
NENM_005_D7	NENM369-23
NENM_005_D8	NENM378-23
NENM_005_D9	NENM387-23
NENM_005_E1	NENM316-23
NENM_005_E10	NENM397-23
NENM_005_E11	NENM405-23
NENM_005_E12	NENM414-23
NENM_005_E2	NENM325-23
NENM_005_E3	NENM335-23
NENM_005_E4	NENM344-23
NENM_005_E5	NENM353-23
NENM_005_E6	NENM361-23
NENM_005_E7	NENM370-23
NENM_005_E8	NENM379-23
NENM_005_E9	NENM388-23
NENM_005_F1	NENM318-23
NENM_005_F10	NENM398-23
NENM_005_F11	NENM407-23
NENM_005_F12	NENM415-23
NENM_005_F2	NENM326-23
NENM_005_F3	NENM336-23
NENM_005_F4	NENM345-23
NENM_005_F5	NENM354-23
NENM_005_F6	NENM363-23
NENM_005_F7	NENM371-23
NENM_005_F8	NENM380-23
NENM_005_F9	NENM389-23
NENM_005_G1	NENM319-23
NENM_005_G10	NENM399-23
NENM_005_G11	NENM408-23
NENM_005_G2	NENM327-23
NENM_005_G3	NENM337-23
NENM_005_G4	NENM346-23
NENM_005_G5	NENM355-23
NENM_005_G6	NENM364-23
NENM_005_G7	NENM372-23
NENM_005_G8	NENM381-23
NENM_005_G9	NENM390-23
NENM_005_H1	NENM320-23
NENM_005_H10	NENM400-23
NENM_005_H11	NENM409-23
NENM_005_H2	NENM330-23
NENM_005_H3	NENM338-23
NENM_005_H4	NENM347-23
NENM_005_H5	NENM356-23
NENM_005_H6	NENM365-23
NENM_005_H7	NENM374-23
NENM_005_H8	NENM382-23
NENM_005_H9	NENM391-23
NENM_006_A1	NENM417-23
NENM_006_A10	NENM497-23
NENM_006_A11	NENM506-23
NENM_006_A12	NENM514-23
NENM_006_A2	NENM425-23
NENM_006_A3	NENM434-23
NENM_006_A4	NENM444-23
NENM_006_A5	NENM453-23
NENM_006_A6	NENM462-23
NENM_006_A7	NENM470-23
NENM_006_A8	NENM479-23
NENM_006_A9	NENM488-23
NENM_006_B1	NENM418-23
NENM_006_B10	NENM498-23
NENM_006_B11	NENM507-23
NENM_006_B12	NENM516-23
NENM_006_B2	NENM427-23
NENM_006_B3	NENM435-23
NENM_006_B4	NENM445-23
NENM_006_B5	NENM454-23
NENM_006_B6	NENM463-23
NENM_006_B7	NENM472-23
NENM_006_B8	NENM480-23
NENM_006_B9	NENM489-23
